k1,ndcg@10,precision@10
0.3,0.31389342113320406,0.07866666666666666
0.6,0.3298133070284258,0.08488888888888889
0.9,0.34173469161400016,0.08711111111111111
1.2,0.34231966206867576,0.08577777777777776
1.5,0.3472022219145461,0.08755555555555555
1.8,0.3490346668243137,0.08755555555555557
2.2,0.35319943406713233,0.08844444444444444
2.6,0.3550286080101158,0.09066666666666666
3.0,0.3544609818423771,0.09066666666666667
