k1,ndcg@10,precision@10
0.3,0.31389342113320406,0.16400000000000003
0.6,0.3298133070284258,0.17200000000000001
0.9,0.34173469161400016,0.18
1.2,0.34231966206867576,0.17911111111111114
1.5,0.3472022219145461,0.18444444444444444
1.8,0.3490346668243137,0.1862222222222222
2.2,0.35319943406713233,0.18622222222222226
2.6,0.3550286080101158,0.18888888888888888
3.0,0.3544609818423771,0.18933333333333338
