b,ndcg@10,precision@10
0.0,0.3161038984536155,0.07866666666666668
0.1,0.3225054105125699,0.08
0.2,0.3299407631710366,0.08133333333333334
0.3,0.33222370958160735,0.08266666666666667
0.4,0.34173469161400016,0.08711111111111111
0.5,0.34483723316283216,0.08844444444444444
0.6,0.3464282909752265,0.08800000000000001
0.7,0.34870932900067775,0.08711111111111111
0.8,0.35315896600862173,0.09066666666666667
0.9,0.35289381433944284,0.09066666666666666
1.0,0.3546947706038916,0.09155555555555556
