k1,ndcg@10,precision@10
0.3,0.31389342113320406,0.19866666666666669
0.6,0.3298133070284258,0.2088888888888889
0.9,0.34173469161400016,0.21733333333333332
1.2,0.34231966206867576,0.21688888888888888
1.5,0.3472022219145461,0.22311111111111112
1.8,0.3490346668243137,0.22533333333333336
2.2,0.35319943406713233,0.22533333333333336
2.6,0.3550286080101158,0.22844444444444448
3.0,0.3544609818423771,0.2288888888888889
