b,ndcg@10,precision@10
0.0,0.3161038984536155,0.19688888888888886
0.1,0.3225054105125699,0.20400000000000001
0.2,0.3299407631710366,0.208
0.3,0.33222370958160735,0.2106666666666667
0.4,0.34173469161400016,0.21733333333333332
0.5,0.34483723316283216,0.2195555555555556
0.6,0.3464282909752265,0.2208888888888889
0.7,0.34870932900067775,0.2208888888888889
0.8,0.35315896600862173,0.22400000000000003
0.9,0.35289381433944284,0.22533333333333336
1.0,0.3546947706038916,0.22444444444444447
