b,ndcg@10,precision@10
0.0,0.3161038984536155,0.19688888888888886
0.2,0.3299407631710366,0.208
0.4,0.34173469161400016,0.21733333333333332
0.6,0.3464282909752265,0.2208888888888889
0.8,0.35315896600862173,0.22400000000000003
1.0,0.3546947706038916,0.22444444444444447
